#EntrezID	Name	Score
7791	ZYX	1.000000
22798	LAMB4	1.000000
79837	PIP4K2C	1.000000
137075	CLDN23	1.000000
151657	151657	1.000000
1301	COL11A1	1.000000
8396	PIP4K2B	1.000000
9073	CLDN8	1.000000
29780	PARVB	1.000000
6093	ROCK1	1.000000
8936	WASF1	1.000000
1013	CDH15	1.000000
3685	ITGAV	1.000000
5879	RAC1	1.000000
10686	CLDN16	1.000000
2335	FN1	1.000000
6402	SELL	1.000000
56288	PARD3	1.000000
6777	STAT5B	1.000000
57555	NLGN2	1.000000
503639	DUXAP10	1.000000
3725	JUN	1.000000
7074	TIAM1	1.000000
51776	MAP3K20	1.000000
9644	SH3PXD2A	1.000000
925	CD8A	1.000000
5500	PPP1CB	1.000000
6199	RPS6KB2	1.000000
3680	ITGA9	1.000000
131873	COL6A6	1.000000
55742	PARVA	1.000000
93408	MYL10	1.000000
10672	GNA13	1.000000
959	CD40LG	1.000000
10092	ARPC5	1.000000
57502	NLGN4X	1.000000
3385	ICAM3	1.000000
63923	TNN	1.000000
2036	EPB41L1	1.000000
5294	PIK3CG	1.000000
10451	VAV3	1.000000
8874	ARHGEF7	1.000000
6614	SIGLEC1	1.000000
2321	FLT1	1.000000
57530	CGN	1.000000
7122	CLDN5	1.000000
2066	ERBB4	1.000000
58498	MYL7	1.000000
5228	PGF	1.000000
2017	CTTN	1.000000
7409	VAV1	1.000000
2318	FLNC	1.000000
2932	GSK3B	1.000000
9369	NRXN3	1.000000
91807	MYLK3	1.000000
1460	CSNK2B	1.000000
10787	NCKAP1	1.000000
1839	HBEGF	1.000000
7039	TGFA	1.000000
5296	PIK3R2	1.000000
1493	CTLA4	1.000000
80310	PDGFD	1.000000
5501	PPP1CC	1.000000
5578	PRKCA	1.000000
5062	PAK2	1.000000
23624	CBLC	1.000000
128239	IQGAP3	1.000000
10000	AKT3	1.000000
85477	SCIN	1.000000
2037	EPB41L2	1.000000
4620	MYH2	1.000000
56924	PAK6	1.000000
1001	CDH3	1.000000
26047	CNTNAP2	1.000000
8515	ITGA10	1.000000
24146	CLDN15	1.000000
3134	HLA-F	1.000000
5216	PFN1	1.000000
5584	PRKCI	1.000000
9378	NRXN1	1.000000
26999	CYFIP2	1.000000
2247	FGF2	1.000000
5133	PDCD1	1.000000
23308	ICOSLG	1.000000
5923	RASGRF1	1.000000
214	ALCAM	1.000000
5217	PFN2	1.000000
3681	ITGAD	1.000000
3909	LAMA3	1.000000
1499	CTNNB1	1.000000
5518	PPP2R1A	1.000000
2185	PTK2B	1.000000
10666	CD226	1.000000
947	CD34	1.000000
56034	PDGFC	1.000000
1496	CTNNA2	1.000000
399694	SHC4	1.000000
9087	TMSB4Y	1.000000
998	CDC42	1.000000
9071	CLDN10	1.000000
5522	PPP2R2C	1.000000
1793	DOCK1	1.000000
57863	CADM3	1.000000
10627	MYL12A	1.000000
5170	PDPK1	1.000000
3678	ITGA5	1.000000
10096	ACTR3	1.000000
8516	ITGA8	1.000000
375189	PFN4	1.000000
4636	MYL5	1.000000
84612	PARD6B	1.000000
25	ABL1	1.000000
1002	CDH4	1.000000
596	BCL2	1.000000
5818	NECTIN1	1.000000
1495	CTNNA1	1.000000
1365	CLDN3	1.000000
1003	CDH5	1.000000
1288	COL4A6	1.000000
84628	NTNG2	1.000000
9542	NRG2	1.000000
22989	MYH15	1.000000
1803	DPP4	1.000000
2734	GLG1	1.000000
10398	MYL9	1.000000
2549	GAB1	1.000000
7423	VEGFB	1.000000
7449	7449	1.000000
7408	VASP	1.000000
91948	LINC00923	1.000000
5337	PLD1	1.000000
10298	PAK4	1.000000
6714	SRC	1.000000
3672	ITGA1	1.000000
441400	RAB1C	1.000000
54434	SSH1	1.000000
3082	HGF	1.000000
64101	LRRC4	1.000000
57689	LRRC4C	1.000000
3127	HLA-DRB5	1.000000
53358	SHC3	1.000000
3687	ITGAX	1.000000
7412	VCAM1	1.000000
3910	LAMA4	1.000000
7114	TMSB4X	1.000000
7057	THBS1	1.000000
10093	ARPC4	1.000000
5649	RELN	1.000000
3984	LIMK1	1.000000
89846	FGD3	1.000000
5154	PDGFA	1.000000
929	CD14	1.000000
3696	ITGB8	1.000000
396	ARHGDIA	1.000000
389	RHOC	1.000000
4233	MET	1.000000
815	CAMK2A	1.000000
1366	CLDN7	1.000000
3915	LAMC1	1.000000
149461	CLDN19	1.000000
1399	CRKL	1.000000
958	CD40	1.000000
83660	TLN2	1.000000
9475	ROCK2	1.000000
2885	GRB2	1.000000
