#EntrezID	Name	Score
7124	TNF	1.000000
84919	PPP1R15B	1.000000
84458	LCOR	1.000000
153222	CREBRF	1.000000
4114	MAGEB3	1.000000
8539	API5	1.000000
79071	ELOVL6	1.000000
4213	MEIS3P1	1.000000
25896	INTS7	1.000000
53342	IL17D	1.000000
64795	RMND5A	1.000000
347862	GATD1	1.000000
64792	IFT22	1.000000
6540	SLC6A13	1.000000
3192	HNRNPU	1.000000
387640	SKIDA1	1.000000
10522	DEAF1	1.000000
140890	SREK1	1.000000
63826	SRR	1.000000
7514	XPO1	1.000000
246175	CNOT6L	1.000000
80306	MED28	1.000000
56140	PCDHA8	1.000000
1809	DPYSL3	1.000000
92305	TMEM129	1.000000
255275	MYADML2	1.000000
22847	ZNF507	1.000000
4582	MUC1	1.000000
55728	N4BP2	1.000000
1397	CRIP2	1.000000
10146	G3BP1	1.000000
162427	RETREG3	1.000000
6624	FSCN1	1.000000
23541	SEC14L2	1.000000
56603	CYP26B1	1.000000
5878	RAB5C	1.000000
23603	CORO1C	1.000000
80775	TMEM177	1.000000
149041	RC3H1	1.000000
728116	ZBTB8B	1.000000
84572	GNPTG	1.000000
139065	SLITRK4	1.000000
10023	FRAT1	1.000000
216	ALDH1A1	1.000000
64743	WDR13	1.000000
80055	PGAP1	1.000000
55103	RALGPS2	1.000000
5033	P4HA1	1.000000
255239	ANKK1	1.000000
11320	MGAT4A	1.000000
10116	FEM1B	1.000000
10100	TSPAN2	1.000000
3338	DNAJC4	1.000000
29086	BABAM1	1.000000
375704	ENHO	1.000000
114984	FLYWCH2	1.000000
85452	CFAP74	1.000000
1774	DNASE1L1	1.000000
285126	DNAJC5G	1.000000
90134	KCNH7	1.000000
23760	PITPNB	1.000000
51762	RAB8B	1.000000
84275	SLC25A33	1.000000
328	APEX1	1.000000
56144	PCDHA4	1.000000
161198	CLEC14A	1.000000
51621	KLF13	1.000000
3189	HNRNPH3	1.000000
94160	ABCC12	1.000000
148641	SLC35F3	1.000000
6948	TCN2	1.000000
8087	FXR1	1.000000
57600	FNIP2	1.000000
158399	ZNF483	1.000000
90485	ZNF835	1.000000
285368	PRRT3	1.000000
64236	PDLIM2	1.000000
79785	RERGL	1.000000
83450	DRC3	1.000000
55004	LAMTOR1	1.000000
4673	NAP1L1	1.000000
54726	OTUD4	1.000000
6578	SLCO2A1	1.000000
221895	JAZF1	1.000000
9957	HS3ST1	1.000000
8476	CDC42BPA	1.000000
441869	ANKRD65	1.000000
84152	PPP1R1B	1.000000
5127	CDK16	1.000000
84681	HINT2	1.000000
